日期,城市,热度 ,汽车,火车,飞机,流向
2019-06-04,保定,40063,0.6935,0.3065,0.0000,迁入
2019-06-05,上海,240922,0.0665,0.4833,0.4502,迁入
2019-06-05,重庆,169638,0.0017,0.3034,0.6948,迁入
2019-06-05,长沙,107214,0.0000,0.4942,0.5058,迁入
2019-06-05,杭州,97002,0.0715,0.4608,0.4677,迁入
2019-06-05,廊坊,75030,0.8380,0.1620,0.0000,迁入
2019-06-05,武汉,72677,0.0577,0.7237,0.2185,迁入
2019-06-05,南京,49949,0.0919,0.7639,0.1442,迁入
2019-06-05,西安,46213,0.0892,0.6681,0.2427,迁入
2019-06-05,保定,40518,0.6931,0.3069,0.0000,迁入
2019-06-05,天津,40475,0.6464,0.3536,0.0000,迁入
2019-06-06,上海,276624,0.0551,0.5981,0.3468,迁入
2019-06-06,重庆,191907,0.0030,0.2964,0.7005,迁入
2019-06-06,长沙,110861,0.0000,0.5181,0.4819,迁入
2019-06-06,杭州,105197,0.0607,0.5389,0.4004,迁入
2019-06-06,武汉,98731,0.0561,0.7482,0.1956,迁入
2019-06-06,廊坊,90273,0.8214,0.1786,0.0000,迁入
2019-06-06,天津,61541,0.6260,0.3740,0.0000,迁入
2019-06-06,南京,60032,0.0601,0.8145,0.1254,迁入
2019-06-06,西安,53420,0.0668,0.7459,0.1873,迁入
2019-06-06,保定,46186,0.6720,0.3280,0.0000,迁入
2019-06-07,上海,201208,0.0776,0.4951,0.4273,迁入
2019-06-07,重庆,155897,0.0031,0.3358,0.6611,迁入
2019-06-07,杭州,87611,0.0786,0.5165,0.4048,迁入
2019-06-07,廊坊,81243,0.8413,0.1587,0.0000,迁入
2019-06-07,长沙,72582,0.0000,0.4543,0.5457,迁入
2019-06-07,天津,60220,0.6420,0.3580,0.0000,迁入
2019-06-07,武汉,56218,0.0738,0.6959,0.2303,迁入
2019-06-07,保定,48127,0.7049,0.2951,0.0000,迁入
2019-06-07,南京,41494,0.0801,0.7204,0.1995,迁入
2019-06-07,西安,36039,0.0897,0.6498,0.2606,迁入
2019-06-08,重庆,142259,0.0021,0.2857,0.7122,迁入
2019-06-08,上海,114821,0.0964,0.4414,0.4621,迁入
2019-06-08,廊坊,90944,0.8540,0.1460,0.0000,迁入
2019-06-08,长沙,90273,0.0000,0.4317,0.5683,迁入
2019-06-08,保定,78886,0.7503,0.2497,0.0000,迁入
2019-06-08,天津,74634,0.6870,0.3130,0.0000,迁入
2019-06-08,杭州,65034,0.1036,0.4143,0.4821,迁入
2019-06-08,武汉,50477,0.0747,0.6753,0.2500,迁入
2019-06-08,张家口,43201,0.7461,0.2539,0.0000,迁入
2019-06-08,哈尔滨,41153,0.1003,0.5241,0.3757,迁入
2019-06-09,上海,275032,0.0698,0.6019,0.3283,迁入
2019-06-09,重庆,178306,0.0016,0.3152,0.6832,迁入
2019-06-09,保定,160055,0.7327,0.2673,0.0000,迁入
2019-06-09,长沙,155122,0.0000,0.6573,0.3427,迁入
2019-06-09,武汉,128204,0.0571,0.7680,0.1749,迁入
2019-06-09,廊坊,119080,0.8472,0.1528,0.0000,迁入
2019-06-09,杭州,105398,0.0803,0.5280,0.3917,迁入
2019-06-09,天津,103888,0.6815,0.3185,0.0000,迁入
2019-06-09,西安,88373,0.0578,0.8090,0.1331,迁入
2019-06-09,张家口,83875,0.7068,0.2932,0.0000,迁入
